KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001100001,T001100002,T001100003,T001100004,T001100005,T001100006,T001100007,T001100008,T001100009,T001100010,T001100011,T001100012,T001100013,T001100014,T001100015,T001100016,T001100017,T001100018,T001100019,T001100020,T001100021,T001100022,T001100023,T001100024,T001100025,T001100026,T001100027,T001100028,T001100029,T001100030,T001100031,T001100032,T001100033,T001100034,T001100035,T001100036,T001100037,T001100038,T001100039,T001100040,T001100041,T001100042,T001100043,T001100044,T001100045,T001100046,T001100047,T001100048,T001100049,T001100050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
53390005,0,,,52,29,23,1,1,0,51,28,23,28,17,11,50,27,23,49,26,23,23,11,12,8,3,5,0,0,0,0,0,0,0,0,0,21,21,4,7,8,1,0,1,0,17,15,2,0,16,0,3,6
53390006,2,53390007,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53390007,1,,53390006,147,68,79,11,4,7,139,66,73,69,35,34,136,64,72,135,64,71,70,31,39,35,14,21,14,7,7,3,1,2,1,0,1,52,52,6,21,13,9,3,2,0,48,35,13,2,41,0,5,15
53390008,0,,,783,394,389,105,57,48,676,337,339,392,203,189,650,316,334,637,313,324,284,134,150,146,68,78,38,17,21,1,0,1,4,3,1,280,280,54,81,62,51,18,11,3,225,177,48,26,182,1,36,56
53390009,0,,,3764,1791,1973,507,267,240,3252,1524,1728,2164,1064,1100,3148,1477,1671,3072,1446,1626,1088,460,628,596,244,352,188,51,137,13,1,12,33,21,12,1399,1395,279,458,302,242,81,24,9,1097,965,132,134,642,18,125,209
53390015,0,,,244,120,124,15,8,7,229,112,117,140,73,67,221,110,111,217,108,109,89,39,50,45,18,27,10,4,6,2,0,2,0,0,0,90,90,13,31,26,11,7,2,0,77,63,14,2,59,0,9,21
53390016,0,,,378,185,193,31,16,15,347,169,178,180,85,95,341,167,174,334,165,169,167,84,83,90,43,47,27,18,9,1,0,1,1,0,1,139,139,24,58,23,16,5,11,2,115,86,29,9,107,0,13,36
53390017,0,,,126,65,61,8,3,5,118,62,56,57,32,25,118,62,56,116,61,55,61,30,31,29,13,16,8,4,4,1,0,1,0,0,0,49,49,9,18,12,6,3,1,0,40,30,10,2,41,0,7,8
53390018,0,,,1052,468,584,78,39,39,973,428,545,430,227,203,951,415,536,938,404,534,543,201,342,380,131,249,165,35,130,32,3,29,2,0,2,301,298,51,117,52,37,27,10,4,244,193,51,14,202,1,34,71
53390019,0,,,743,328,415,53,25,28,690,303,387,267,138,129,666,288,378,651,282,369,423,165,258,299,109,190,153,41,112,26,1,25,5,1,4,163,162,31,41,36,28,17,8,1,131,101,30,10,103,1,20,22
53390020,0,,,322,154,168,37,19,18,285,135,150,159,85,74,281,134,147,275,129,146,126,50,76,66,21,45,24,2,22,3,0,3,5,5,0,123,123,35,36,23,11,10,4,4,88,56,32,5,86,4,20,16
53390021,2,53390022,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53390022,1,,53390021,8,5,3,1,1,0,11,6,5,6,4,2,11,6,5,11,6,5,5,2,3,2,0,2,1,0,1,0,0,0,0,0,0,3,3,0,3,2,0,0,0,0,5,4,1,1,3,0,0,1
53390025,0,,,473,235,238,32,13,19,441,222,219,232,125,107,433,217,216,432,216,216,209,97,112,87,42,45,18,5,13,0,0,0,1,0,1,201,201,40,92,39,21,6,3,0,160,138,22,6,139,2,21,52
53390026,0,,,336,164,172,29,16,13,307,148,159,160,84,76,298,142,156,292,138,154,147,64,83,72,25,47,24,6,18,3,1,2,1,0,1,135,135,37,44,23,20,7,2,2,98,75,23,6,103,0,32,25
53390027,0,,,1788,893,895,164,87,77,1624,806,818,980,506,474,1578,782,796,1554,769,785,644,300,344,279,114,165,86,33,53,8,3,5,7,5,2,721,688,142,258,135,97,39,12,5,543,462,81,36,440,7,82,136
53390028,0,,,1392,683,709,149,74,75,1242,608,634,722,366,356,1210,595,615,1186,578,608,520,242,278,259,125,134,70,26,44,5,1,4,23,15,8,527,527,109,180,110,74,35,14,5,415,334,81,36,334,12,67,103
53390029,0,,,322,164,158,16,4,12,306,160,146,178,101,77,297,155,142,287,151,136,128,59,69,64,28,36,26,10,16,3,1,2,4,1,3,125,125,29,38,29,22,2,3,2,96,77,19,7,88,0,21,23
53390030,0,,,22,8,14,0,0,0,22,8,14,9,3,6,22,8,14,21,7,14,13,5,8,10,3,7,2,0,2,0,0,0,0,0,0,9,9,2,4,2,0,0,1,0,7,4,3,0,9,0,2,1
53390031,0,,,55,26,29,3,2,1,52,24,28,29,12,17,47,24,23,45,23,22,23,12,11,7,4,3,1,1,0,0,0,0,0,0,0,16,16,0,7,4,1,1,1,2,16,12,4,0,13,0,0,5
53390032,0,,,96,46,50,1,0,1,95,46,49,48,23,25,92,45,47,91,44,47,47,23,24,25,12,13,9,3,6,0,0,0,0,0,0,38,38,7,12,12,6,1,0,0,31,20,11,1,31,0,5,10
53390033,0,,,69,33,36,4,1,3,65,32,33,34,18,16,64,32,32,63,31,32,31,14,17,20,8,12,5,0,5,1,0,1,0,0,0,25,25,5,8,5,5,0,1,1,20,11,9,0,17,0,2,5
53390034,1,,53390044,20,9,11,0,0,0,26,13,13,11,7,4,26,13,13,26,13,13,15,6,9,13,4,9,7,1,6,2,0,2,0,0,0,11,11,9,7,1,0,0,0,0,8,7,1,0,11,0,6,3
53390035,0,,,442,210,232,31,15,16,410,194,216,216,110,106,400,188,212,393,185,208,194,84,110,118,49,69,39,15,24,3,1,2,1,0,1,182,182,50,63,31,25,8,3,2,132,101,31,6,130,0,35,35
53390036,0,,,1782,862,920,158,76,82,1623,785,838,918,477,441,1571,756,815,1539,736,803,705,308,397,376,143,233,143,44,99,13,4,9,9,4,5,709,708,177,233,155,83,43,9,8,528,423,105,46,460,3,127,119
53390037,0,,,1061,523,538,99,54,45,951,465,486,530,282,248,922,448,474,901,438,463,421,183,238,211,83,128,66,23,43,5,1,4,4,1,3,417,415,119,129,69,58,23,11,6,292,230,62,22,270,2,80,69
53390038,0,,,793,406,387,78,36,42,706,364,342,436,235,201,689,355,334,675,353,322,270,129,141,96,41,55,27,12,15,0,0,0,2,0,2,344,306,79,98,64,44,16,3,2,223,196,27,18,183,1,49,51
53390041,0,,,10,5,5,0,0,0,10,5,5,4,2,2,10,5,5,10,5,5,6,3,3,2,1,1,0,0,0,0,0,0,0,0,0,5,5,2,1,2,0,0,0,0,3,2,1,0,3,0,1,1
53390042,0,,,229,137,92,10,4,6,219,133,86,144,98,46,217,133,84,216,133,83,75,35,40,37,16,21,10,3,7,0,0,0,13,4,9,132,132,81,22,17,7,5,0,0,51,40,11,3,51,20,17,14
53390043,0,,,43,21,22,1,1,0,41,19,22,24,13,11,41,19,22,41,19,22,17,6,11,13,4,9,5,2,3,0,0,0,0,0,0,18,18,7,4,3,2,1,1,0,11,6,5,1,13,0,5,2
53390044,2,53390034,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53390045,0,,,71,38,33,5,3,2,66,35,31,37,21,16,65,35,30,64,34,30,29,14,15,15,7,8,7,3,4,0,0,0,1,0,1,26,26,7,8,3,2,5,1,0,19,14,5,1,18,0,4,4
53390046,0,,,4,4,0,0,0,0,4,4,0,4,4,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0
53390047,0,,,89,40,49,4,2,2,85,38,47,44,22,22,84,38,46,84,38,46,41,16,25,24,8,16,13,4,9,1,0,1,0,0,0,42,42,16,12,9,3,2,0,0,26,21,5,2,29,0,9,8
53390049,0,,,22,9,13,0,0,0,22,9,13,13,7,6,22,9,13,22,9,13,9,2,7,7,2,5,4,1,3,0,0,0,0,0,0,9,9,3,3,1,1,0,1,0,6,4,2,0,7,0,2,2
53390051,2,53390052,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53390052,1,,53390051,110,59,51,7,3,4,110,59,51,59,33,26,107,57,50,104,55,49,51,26,25,24,11,13,9,1,8,2,0,2,0,0,0,41,41,10,13,9,8,2,2,0,34,22,12,1,33,0,9,5
53390054,1,,53390055;53390064;53390065;53390076,46,23,23,2,2,0,65,32,33,28,12,16,65,32,33,65,32,33,37,20,17,13,7,6,4,3,1,0,0,0,0,0,0,24,24,14,14,1,4,0,1,0,19,16,3,0,26,2,9,10
53390055,2,53390054,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53390059,0,,,22,15,7,0,0,0,22,15,7,14,9,5,21,14,7,21,14,7,8,6,2,4,3,1,2,1,1,0,0,0,0,0,0,12,12,7,3,0,1,1,0,0,5,4,1,0,7,0,4,0
53390062,0,,,45,23,22,4,2,2,41,21,20,20,13,7,41,21,20,40,20,20,21,8,13,10,4,6,6,3,3,1,0,1,0,0,0,14,14,2,3,5,1,2,0,1,12,8,4,0,12,0,0,0
53390063,1,,53390090,64,32,32,11,5,6,55,28,27,32,14,18,55,28,27,55,28,27,23,14,9,8,4,4,4,2,2,0,0,0,1,0,1,22,22,3,7,7,2,4,0,0,20,14,6,3,16,0,1,6
53390064,2,53390054,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53390065,2,53390054,,12,7,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53390069,0,,,132,70,62,9,4,5,123,66,57,67,40,27,123,66,57,123,66,57,56,26,30,24,11,13,7,4,3,1,1,0,0,0,0,50,50,6,20,14,6,4,0,0,44,34,10,2,37,0,4,11
53390073,0,,,66,38,28,1,0,1,65,38,27,35,20,15,65,38,27,63,38,25,30,18,12,11,7,4,3,1,2,2,1,1,5,5,0,29,29,11,7,5,4,2,0,0,17,13,4,0,20,1,7,3
53390076,2,53390054,,2,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53390079,0,,,18,9,9,0,0,0,18,9,9,15,9,6,18,9,9,18,9,9,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0,6,6,1,2,0,2,1,0,0,4,1,3,0,3,0,0,0
53390083,0,,,43,20,23,2,2,0,41,18,23,20,10,10,41,18,23,41,18,23,21,8,13,12,3,9,6,2,4,1,1,0,0,0,0,19,19,6,7,3,2,0,1,0,13,9,4,1,13,0,4,4
53390090,2,53390063,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53390093,0,,,44,18,26,5,2,3,39,16,23,19,8,11,38,15,23,36,14,22,20,8,12,8,3,5,2,0,2,1,0,1,0,0,0,14,14,2,5,3,1,1,0,2,12,8,4,1,12,0,2,4
53390100,0,,,2729,1327,1402,363,176,187,2364,1150,1214,1596,804,792,2272,1106,1166,2215,1077,1138,768,346,422,406,171,235,110,39,71,6,1,5,25,13,12,1046,1045,229,328,216,192,62,16,2,811,714,97,90,497,10,128,152
53390101,0,,,5483,2715,2768,699,357,342,4712,2319,2393,3269,1708,1561,4544,2228,2316,4432,2173,2259,1443,611,832,696,267,429,249,81,168,28,3,25,55,27,28,2175,2172,654,604,416,334,114,36,14,1495,1301,194,198,868,92,189,247
53390102,0,,,2571,1309,1262,265,141,124,2288,1162,1126,1512,798,714,2213,1120,1093,2162,1097,1065,776,364,412,387,170,217,89,38,51,8,3,5,22,6,16,1045,1023,269,310,203,169,60,9,3,744,643,101,67,497,21,102,141
53390103,0,,,56,30,26,0,0,0,56,30,26,32,18,14,55,30,25,54,29,25,24,12,12,8,3,5,4,2,2,0,0,0,0,0,0,19,19,0,9,4,4,2,0,0,19,15,4,0,13,0,0,6
53390104,0,,,194,100,94,14,8,6,180,92,88,114,63,51,160,77,83,156,74,82,66,29,37,29,7,22,10,2,8,0,0,0,0,0,0,63,62,9,19,17,8,5,3,1,53,38,15,3,43,0,7,13
53390105,0,,,73,32,41,2,1,1,71,31,40,38,16,22,71,31,40,70,30,40,33,15,18,14,5,9,6,3,3,1,0,1,0,0,0,30,30,8,11,5,3,2,1,0,22,16,6,0,24,0,6,4
53390106,0,,,201,96,105,14,3,11,187,93,94,105,56,49,182,91,91,182,91,91,82,37,45,36,16,20,11,3,8,0,0,0,0,0,0,67,67,14,17,13,11,7,0,5,53,33,20,3,55,0,9,10
53390107,0,,,131,68,63,13,7,6,117,61,56,70,36,34,113,58,55,109,58,51,47,25,22,20,10,10,3,1,2,0,0,0,1,1,0,50,50,11,17,10,7,2,3,0,38,31,7,3,31,1,8,10
53390108,0,,,1693,824,869,183,76,107,1480,731,749,919,477,442,1428,702,726,1398,685,713,561,254,307,270,128,142,79,27,52,10,1,9,119,52,67,647,646,131,245,126,90,34,16,4,502,432,70,42,325,17,54,115
53390109,0,,,144,73,71,4,1,3,140,72,68,67,37,30,138,72,66,137,71,66,73,35,38,23,12,11,7,6,1,1,1,0,1,0,1,55,55,10,17,15,10,3,0,0,45,34,11,2,45,0,9,8
53390110,0,,,2875,1420,1455,332,173,159,2524,1233,1291,1615,822,793,2450,1193,1257,2402,1171,1231,909,411,498,477,187,290,143,52,91,10,2,8,17,6,11,1156,1155,300,377,215,185,51,25,2,848,730,118,83,591,18,154,163
53390111,0,,,3436,1730,1706,290,138,152,3070,1548,1522,1901,1025,876,3007,1508,1499,2945,1472,1473,1169,523,646,626,261,365,183,63,120,12,4,8,17,2,15,1635,1634,699,445,228,178,69,9,6,918,790,128,82,795,113,253,199
53390112,0,,,732,346,386,76,33,43,650,310,340,425,217,208,632,304,328,616,296,320,225,93,132,108,43,65,28,10,18,0,0,0,15,10,5,291,291,79,90,54,40,19,7,2,208,171,37,25,153,9,35,38
53390113,0,,,55,23,32,3,2,1,52,21,31,18,8,10,50,21,29,50,21,29,34,13,21,17,5,12,6,1,5,0,0,0,0,0,0,25,25,6,14,2,0,3,0,0,19,12,7,0,22,0,6,9
53390114,0,,,58,32,26,5,2,3,53,30,23,30,18,12,51,28,23,50,27,23,23,12,11,11,6,5,5,4,1,1,1,0,0,0,0,18,18,1,4,8,3,0,1,1,17,10,7,1,14,0,1,3
53390115,0,,,65,30,35,1,1,0,62,28,34,44,21,23,62,28,34,60,27,33,18,7,11,10,1,9,2,0,2,0,0,0,0,0,0,22,22,3,6,6,4,2,1,0,18,12,6,0,11,0,2,2
53390116,0,,,243,86,157,13,6,7,230,80,150,63,34,29,229,80,149,227,79,148,167,46,121,136,33,103,79,15,64,12,0,12,0,0,0,43,42,8,12,8,8,5,0,1,34,26,8,3,26,0,3,8
53390117,0,,,240,149,91,18,10,8,222,139,83,164,105,59,220,139,81,217,139,78,58,34,24,28,15,13,4,2,2,1,0,1,1,1,0,59,58,17,14,13,9,5,0,0,41,36,5,4,31,6,7,10
53390118,0,,,2506,1259,1247,247,126,121,2067,1020,1047,1270,672,598,1957,941,1016,1897,905,992,797,348,449,407,156,251,118,32,86,19,4,15,109,61,48,941,939,230,315,180,140,49,17,8,654,576,78,56,446,30,77,161
53390119,0,,,65,33,32,4,1,3,59,30,29,39,18,21,57,29,28,56,28,28,20,12,8,10,5,5,3,1,2,0,0,0,4,3,1,26,26,9,8,4,0,2,3,0,16,12,4,1,14,1,2,3
53390120,0,,,290,148,142,22,18,4,268,130,138,167,87,80,256,124,132,250,120,130,101,43,58,56,25,31,13,3,10,1,0,1,0,0,0,114,114,23,41,28,12,7,3,0,90,75,15,4,66,0,12,21
53390122,0,,,369,184,185,26,18,8,329,159,170,177,90,87,321,155,166,317,153,164,152,69,83,78,28,50,17,1,16,2,1,1,2,1,1,148,147,51,37,27,21,6,4,1,95,72,23,6,94,1,25,22
53390123,0,,,115,57,58,1,1,0,114,56,58,69,33,36,114,56,58,109,54,55,45,23,22,27,10,17,9,2,7,1,0,1,0,0,0,44,44,14,11,5,8,4,2,0,30,19,11,0,30,0,8,5
53390124,0,,,147,76,71,19,11,8,128,65,63,73,39,34,124,63,61,120,60,60,55,26,29,31,12,19,5,0,5,0,0,0,1,0,1,48,48,9,14,9,7,4,3,2,39,27,12,5,36,0,7,9
53390125,2,53390135,,104,25,79,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53390126,0,,,314,161,153,17,7,10,283,145,138,160,83,77,277,140,137,274,138,136,123,62,61,59,27,32,14,5,9,2,0,2,1,0,1,113,113,8,44,32,24,4,1,0,101,82,19,2,74,0,7,26
53390127,0,,,1008,504,504,73,37,36,935,467,468,455,228,227,920,461,459,912,457,455,480,239,241,135,72,63,22,8,14,1,0,1,5,0,5,435,435,84,204,90,42,12,3,0,347,327,20,17,296,0,47,134
53390128,0,,,4311,2032,2279,511,278,233,3800,1754,2046,2297,1077,1220,3655,1686,1969,3588,1648,1940,1503,677,826,737,263,474,340,103,237,37,8,29,19,5,14,1538,1534,221,619,349,265,65,11,4,1310,1269,41,79,757,4,132,367
53390129,0,,,291,151,140,24,12,12,267,139,128,154,83,71,259,133,126,253,130,123,113,56,57,50,26,24,18,8,10,3,1,2,1,0,1,106,105,17,38,24,14,3,9,0,87,64,23,6,67,0,10,20
53390132,0,,,419,194,225,25,15,10,392,177,215,180,81,99,389,175,214,383,174,209,212,96,116,120,52,68,41,14,27,2,0,2,2,1,1,186,186,44,85,34,17,2,3,1,140,120,20,7,136,0,30,53
53390133,0,,,186,61,125,9,4,5,177,57,120,37,19,18,176,56,120,175,56,119,140,38,102,110,21,89,76,8,68,24,0,24,0,0,0,26,24,4,8,5,2,3,2,0,20,17,3,3,16,0,3,6
53390134,0,,,919,462,457,85,47,38,834,415,419,466,243,223,820,408,412,809,402,407,368,172,196,183,84,99,56,26,30,3,0,3,5,2,3,353,352,78,138,73,41,12,8,2,274,241,33,21,226,3,44,93
53390135,1,,53390125,765,360,405,46,23,23,823,362,461,357,193,164,803,352,451,789,341,448,466,169,297,312,97,215,169,34,135,30,4,26,7,4,3,251,249,53,84,56,35,14,6,2,197,175,22,13,151,1,36,52
53390136,0,,,673,358,315,101,64,37,572,294,278,377,201,176,553,285,268,540,277,263,195,93,102,94,40,54,20,5,15,1,0,1,9,4,5,248,248,51,81,46,42,17,8,3,196,173,23,35,120,4,21,44
53390137,0,,,3817,1871,1946,693,343,350,3116,1522,1594,2393,1180,1213,2978,1461,1517,2900,1427,1473,723,342,381,282,137,145,80,26,54,13,4,9,46,24,22,1423,1421,276,454,293,303,77,15,3,1133,1074,59,178,444,43,82,151
53390138,0,,,5388,2763,2625,714,356,358,4645,2390,2255,3392,1792,1600,4478,2287,2191,4364,2233,2131,1253,598,655,521,249,272,112,46,66,6,2,4,81,45,36,2349,2348,808,675,412,316,104,25,8,1516,1399,117,209,841,191,206,286
53390139,0,,,1336,691,645,111,52,59,1191,617,574,780,421,359,1165,602,563,1139,592,547,411,196,215,185,72,113,68,21,47,5,1,4,24,14,10,595,594,222,178,93,71,20,5,5,370,325,45,28,261,27,68,81
53390142,0,,,164,89,75,8,3,5,156,86,70,76,48,28,155,86,69,153,84,69,80,38,42,40,18,22,12,2,10,1,0,1,0,0,0,73,69,20,24,16,4,3,1,1,49,43,6,2,47,1,11,16
53390143,0,,,2010,999,1011,211,111,100,1795,885,910,1145,588,557,1731,860,871,1683,835,848,650,297,353,267,117,150,64,19,45,5,2,3,21,9,12,805,805,202,254,169,123,44,10,3,595,528,67,47,440,7,96,134
53390144,0,,,8592,4317,4275,930,523,407,7548,3728,3820,4972,2561,2411,7347,3631,3716,7185,3542,3643,2576,1167,1409,1304,557,747,328,107,221,31,7,24,109,51,58,3744,3738,1242,1162,679,472,146,23,14,2465,2231,234,270,1664,117,439,514
53390145,0,,,7570,3762,3808,812,418,394,6695,3303,3392,4177,2174,2003,6511,3207,3304,6370,3156,3214,2518,1129,1389,1323,575,748,383,126,257,33,5,28,180,84,96,3204,3198,985,1052,612,392,122,27,8,2175,2001,174,235,1510,103,377,507
53390146,0,,,5195,2576,2619,725,365,360,4435,2191,2244,3165,1603,1562,4268,2102,2166,4106,2043,2063,1270,588,682,600,273,327,142,52,90,8,2,6,112,52,60,2066,2064,564,595,419,333,113,35,5,1481,1336,145,185,839,47,203,243
53390147,0,,,7627,3726,3901,1088,562,526,6478,3127,3351,4573,2277,2296,6247,3020,3227,6103,2963,3140,1905,850,1055,964,392,572,333,115,218,34,7,27,112,51,61,3099,3093,911,886,605,496,157,27,11,2157,1951,206,273,1233,117,334,351
53390148,0,,,6222,3049,3173,558,302,256,5599,2710,2889,3655,1855,1800,5486,2660,2826,5372,2609,2763,1944,855,1089,982,407,575,262,97,165,18,4,14,255,114,141,3029,3028,1258,886,506,260,90,22,6,1746,1577,169,151,1361,179,452,360
53390149,0,,,811,423,388,61,28,33,748,394,354,441,245,196,734,388,346,728,386,342,307,149,158,130,59,71,28,11,17,1,1,0,20,16,4,375,375,132,129,65,31,11,3,4,239,213,26,16,203,21,40,69
53390150,2,53390151,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53390151,1,,53390150,67,32,35,2,2,0,66,31,35,24,13,11,66,31,35,66,31,35,42,18,24,18,6,12,8,2,6,0,0,0,0,0,0,31,31,6,19,5,1,1,0,0,26,23,3,1,28,0,6,8
53390152,0,,,202,114,88,13,7,6,188,106,82,118,69,49,184,104,80,178,102,76,70,37,33,24,9,15,11,2,9,0,0,0,1,1,0,93,63,8,22,22,6,3,0,2,55,45,10,3,43,0,4,15
53390153,0,,,2546,1322,1224,274,143,131,2262,1173,1089,1437,771,666,2207,1135,1072,2152,1104,1048,825,402,423,359,167,192,80,29,51,9,2,7,22,9,13,1032,1032,254,358,199,150,50,18,3,767,688,79,61,542,19,109,178
53390154,0,,,8053,4003,4050,923,498,425,7096,3483,3613,4760,2409,2351,6879,3387,3492,6727,3312,3415,2336,1074,1262,1166,505,661,313,125,188,14,3,11,79,34,45,3417,3414,1025,1079,630,493,147,32,8,2360,2136,224,254,1544,136,377,523
53390155,0,,,2487,1265,1222,272,143,129,2196,1105,1091,1411,764,647,2127,1073,1054,2084,1051,1033,785,341,444,473,198,275,164,53,111,14,0,14,65,32,33,1087,1085,428,285,170,136,46,13,7,648,582,66,78,494,46,172,137
53390156,0,,,4612,2377,2235,630,324,306,3922,2021,1901,2833,1516,1317,3805,1960,1845,3696,1906,1790,1089,505,584,510,225,285,99,34,65,8,0,8,207,122,85,2021,2018,708,564,368,271,80,17,10,1288,1173,115,209,728,157,164,238
53390157,0,,,5713,2824,2889,767,407,360,4924,2401,2523,3291,1698,1593,4776,2333,2443,4679,2290,2389,1633,703,930,845,324,521,291,83,208,40,4,36,83,48,35,2323,2320,718,663,439,344,114,37,5,1585,1409,176,189,1016,122,258,282
53390158,0,,,5579,2815,2764,734,373,361,4791,2408,2383,3332,1738,1594,4638,2329,2309,4511,2267,2244,1459,670,789,672,290,382,179,61,118,10,3,7,88,44,44,2357,2356,762,670,416,369,100,28,11,1565,1413,152,156,964,110,246,298
53390159,0,,,2637,1322,1315,272,154,118,2358,1164,1194,1558,788,770,2273,1126,1147,2205,1092,1113,800,376,424,375,174,201,99,40,59,13,4,9,22,13,9,986,985,205,340,198,158,53,24,7,773,695,78,64,478,14,98,160
